TRANSECT,ID,DATE,DISTANCE,ACCURACY,TRANSECT,TRANSPACE,TRANDIST,LOCATION,MAXBNUM,BASEORDER,OFFSHORE,CASTDIR,BASE_LOC,STARTX,STARTY,ENDX,ENDY,AZIMUTH,ACCURACY,SHORE_LOC,CLASS_1,CLASS_2,CLASS_3,DATE,X_COORD,Y_COORD,DISTANCE,CREATOR,Setup.T.Min.Date,Setup.Min.Date.Position,Setup.Min.Date.Dist
10,1874,2006-03-01,-5.1772636856671,5,10,100,508.892277779229,undefined,0,0,1,1,undefined,459522.442142446,3431244.57734368,459268.158614654,3431685.3848276,328.91761826591,5,NA,NA,NA,NA,2006-03-01,459519.855164943,3431249.06194028,5.1772636856671,R - AMBUR,-37620,1,-503.774214856731
11,77,1867-01-01,-519.469075904882,7.21,11,100,524.342303429863,undefined,0,0,1,1,undefined,459444.166203884,3431182.39939802,459216.34616938,3431654.66297172,332.899720194791,7.21,NA,NA,NA,NA,1867-01-01,459218.463524504,3431650.27376293,519.469075904882,R - AMBUR,-37620,1,-519.469075904882
11,379,1924-10-01,-372.927970080493,13.84,11,100,524.342303429863,undefined,0,0,1,1,undefined,459444.166203884,3431182.39939802,459216.34616938,3431654.66297172,332.899720194791,13.84,NA,NA,NA,NA,1924-10-01,459282.133763519,3431518.28741379,372.927970080493,R - AMBUR,-37620,1,-519.469075904882
11,818,1933-11-24,-350.582215826028,4.85,11,100,524.342303429863,undefined,0,0,1,1,undefined,459444.166203884,3431182.39939802,459216.34616938,3431654.66297172,332.899720194791,4.85,NA,NA,NA,NA,1933-11-24,459291.842708367,3431498.16108468,350.582215826028,R - AMBUR,-37620,1,-519.469075904882
11,1084,1951-05-12,-277.843832444952,3.65,11,100,524.342303429863,undefined,0,0,1,1,undefined,459444.166203884,3431182.39939802,459216.34616938,3431654.66297172,332.899720194791,3.65,NA,NA,NA,NA,1951-05-12,459323.44660701,3431432.64722350,277.843832444952,R - AMBUR,-37620,1,-519.469075904882
11,1370,1974-04-18,-111.479754645074,7.21,11,100,524.342303429863,undefined,0,0,1,1,undefined,459444.166203884,3431182.39939802,459216.34616938,3431654.66297172,332.899720194791,7.21,NA,NA,NA,NA,1974-04-18,459395.72967419,3431282.80675973,111.479754645074,R - AMBUR,-37620,1,-519.469075904882
11,1708,2003-11-25,-19.3471885425656,5,11,100,524.342303429863,undefined,0,0,1,1,undefined,459444.166203884,3431182.39939802,459216.34616938,3431654.66297172,332.899720194791,5,NA,NA,NA,NA,2003-11-25,459435.760097544,3431199.82498497,19.3471885425656,R - AMBUR,-37620,1,-519.469075904882
11,1883,2006-03-01,-5.1275514393045,5,11,100,524.342303429863,undefined,0,0,1,1,undefined,459444.166203884,3431182.39939802,459216.34616938,3431654.66297172,332.899720194791,5,NA,NA,NA,NA,2006-03-01,459441.938348267,3431187.01767076,5.1275514393045,R - AMBUR,-37620,1,-519.469075904882
12,156,1867-01-01,-538.243785471080,7.21,12,100,543.293703752496,undefined,0,0,1,1,undefined,459360.602672311,3431127.98304643,459153.204196869,3431630.13234786,341.331621721377,7.21,NA,NA,NA,NA,1867-01-01,459155.13196696,3431625.46486705,538.243785471080,R - AMBUR,-37620,1,-538.243785471080
12,411,1924-10-01,-374.784741531945,13.84,12,100,543.293703752496,undefined,0,0,1,1,undefined,459360.602672311,3431127.98304643,459153.204196869,3431630.13234786,341.331621721377,13.84,NA,NA,NA,NA,1924-10-01,459217.531284817,3431474.38480822,374.784741531945,R - AMBUR,-37620,1,-538.243785471080
12,839,1933-11-24,-358.558683346611,4.85,12,100,543.293703752496,undefined,0,0,1,1,undefined,459360.602672311,3431127.98304643,459153.204196869,3431630.13234786,341.331621721377,4.85,NA,NA,NA,NA,1933-11-24,459223.725466172,3431459.38757242,358.558683346611,R - AMBUR,-37620,1,-538.243785471080
12,1067,1951-05-12,-302.860712410116,3.65,12,100,543.293703752496,undefined,0,0,1,1,undefined,459360.602672311,3431127.98304643,459153.204196869,3431630.13234786,341.331621721377,3.65,NA,NA,NA,NA,1951-05-12,459244.987767166,3431407.90768777,302.860712410116,R - AMBUR,-37620,1,-538.243785471080
12,1422,1974-04-18,-155.05693109984,7.21,12,100,543.293703752496,undefined,0,0,1,1,undefined,459360.602672311,3431127.98304643,459153.204196869,3431630.13234786,341.331621721377,7.21,NA,NA,NA,NA,1974-04-18,459301.410800779,3431271.29729634,155.05693109984,R - AMBUR,-37620,1,-538.243785471080
12,1745,2003-11-25,-20.0688144633646,5,12,100,543.293703752496,undefined,0,0,1,1,undefined,459360.602672311,3431127.98304643,459153.204196869,3431630.13234786,341.331621721377,5,NA,NA,NA,NA,2003-11-25,459352.941546303,3431146.53202113,20.0688144633646,R - AMBUR,-37620,1,-538.243785471080
12,1851,2006-03-01,-4.6894334598709,5,12,100,543.293703752496,undefined,0,0,1,1,undefined,459360.602672311,3431127.98304643,459153.204196869,3431630.13234786,341.331621721377,5,NA,NA,NA,NA,2006-03-01,459358.812514716,3431132.31734245,4.6894334598709,R - AMBUR,-37620,1,-538.243785471080
13,65,1867-01-01,-549.456173628571,7.21,13,100,554.456142268912,undefined,0,0,1,1,undefined,459269.329604048,3431087.24663178,459087.268981632,3431610.95985814,343.87312497983,7.21,NA,NA,NA,NA,1867-01-01,459088.910765956,3431606.23712264,549.456173628571,R - AMBUR,-37620,1,-549.456173628571
13,372,1924-10-01,-365.910978474264,13.84,13,100,554.456142268912,undefined,0,0,1,1,undefined,459269.329604048,3431087.24663178,459087.268981632,3431610.95985814,343.87312497983,13.84,NA,NA,NA,NA,1924-10-01,459149.179468787,3431432.86895335,365.910978474264,R - AMBUR,-37620,1,-549.456173628571
13,819,1933-11-24,-353.283674197388,4.85,13,100,554.456142268912,undefined,0,0,1,1,undefined,459269.329604048,3431087.24663178,459087.268981632,3431610.95985814,343.87312497983,4.85,NA,NA,NA,NA,1933-11-24,459153.325756835,3431420.94179490,353.283674197388,R - AMBUR,-37620,1,-549.456173628571
13,1178,1951-05-12,-327.065517404584,3.65,13,100,554.456142268912,undefined,0,0,1,1,undefined,459269.329604048,3431087.24663178,459087.268981632,3431610.95985814,343.87312497983,3.65,NA,NA,NA,NA,1951-05-12,459161.934722595,3431396.17735559,327.065517404584,R - AMBUR,-37620,1,-549.456173628571
13,1464,1974-04-18,-183.703852231932,7.21,13,100,554.456142268912,undefined,0,0,1,1,undefined,459269.329604048,3431087.24663178,459087.268981632,3431610.95985814,343.87312497983,7.21,NA,NA,NA,NA,1974-04-18,459209.00880475,3431260.7646611,183.703852231932,R - AMBUR,-37620,1,-549.456173628571
13,1766,2003-11-25,-21.7632931006822,5,13,100,554.456142268912,undefined,0,0,1,1,undefined,459269.329604048,3431087.24663178,459087.268981632,3431610.95985814,343.87312497983,5,NA,NA,NA,NA,2003-11-25,459262.183432537,3431107.80321611,21.7632931006822,R - AMBUR,-37620,1,-549.456173628571
13,1895,2006-03-01,-5.1281737557137,5,13,100,554.456142268912,undefined,0,0,1,1,undefined,459269.329604048,3431087.24663178,459087.268981632,3431610.95985814,343.87312497983,5,NA,NA,NA,NA,2006-03-01,459267.64572243,3431092.09046381,5.1281737557137,R - AMBUR,-37620,1,-549.456173628571
14,68,1867-01-01,-562.227018546837,7.21,14,100,567.307647559481,undefined,0,0,1,1,undefined,459177.976352588,3431046.61862458,459030.610689164,3431594.4519279,340.748823299048,7.21,NA,NA,NA,NA,1867-01-01,459031.930449735,3431589.54570499,562.227018546837,R - AMBUR,-37620,1,-562.227018546837
14,399,1924-10-01,-356.336260297335,13.84,14,100,567.307647559481,undefined,0,0,1,1,undefined,459177.976352588,3431046.61862458,459030.610689164,3431594.4519279,340.748823299048,13.84,NA,NA,NA,NA,1924-10-01,459085.413296851,3431390.72269476,356.336260297335,R - AMBUR,-37620,1,-562.227018546837
14,843,1933-11-24,-362.408434707366,4.85,14,100,567.307647559481,undefined,0,0,1,1,undefined,459177.976352588,3431046.61862458,459030.610689164,3431594.4519279,340.748823299048,4.85,NA,NA,NA,NA,1933-11-24,459083.835969251,3431396.58642563,362.408434707366,R - AMBUR,-37620,1,-562.227018546837
14,1101,1951-05-12,-348.946583478446,3.65,14,100,567.307647559481,undefined,0,0,1,1,undefined,459177.976352588,3431046.61862458,459030.610689164,3431594.4519279,340.748823299048,3.65,NA,NA,NA,NA,1951-05-12,459087.332863125,3431383.58668826,348.946583478446,R - AMBUR,-37620,1,-562.227018546837
14,1474,1974-04-18,-218.472205376616,7.21,14,100,567.307647559481,undefined,0,0,1,1,undefined,459177.976352588,3431046.61862458,459030.610689164,3431594.4519279,340.748823299048,7.21,NA,NA,NA,NA,1974-04-18,459121.225308206,3431257.59119029,218.472205376616,R - AMBUR,-37620,1,-562.227018546837
14,1758,2003-11-25,-42.7928232862079,5,14,100,567.307647559481,undefined,0,0,1,1,undefined,459177.976352588,3431046.61862458,459030.610689164,3431594.4519279,340.748823299048,5,NA,NA,NA,NA,2003-11-25,459166.860350855,3431087.94247036,42.7928232862079,R - AMBUR,-37620,1,-562.227018546837
14,1893,2006-03-01,-5.2192047719683,5,14,100,567.307647559481,undefined,0,0,1,1,undefined,459177.976352588,3431046.61862458,459030.610689164,3431594.4519279,340.748823299048,5,NA,NA,NA,NA,2006-03-01,459176.62059513,3431051.65866626,5.2192047719683,R - AMBUR,-37620,1,-562.227018546837
15,106,1867-01-01,-571.93609746176,7.21,15,100,577.065582591273,undefined,0,0,1,1,undefined,459085.505739862,3431008.61088750,458974.409838428,3431574.88148298,345.281320392865,7.21,NA,NA,NA,NA,1867-01-01,458975.39736011,3431569.84795354,571.93609746176,R - AMBUR,-37620,1,-571.93609746176
15,355,1924-10-01,-374.233711168453,13.84,15,100,577.065582591273,undefined,0,0,1,1,undefined,459085.505739862,3431008.61088750,458974.409838428,3431574.88148298,345.281320392865,13.84,NA,NA,NA,NA,1924-10-01,459013.458761593,3431375.84392455,374.233711168453,R - AMBUR,-37620,1,-571.93609746176
15,835,1933-11-24,-385.493063894667,4.85,15,100,577.065582591273,undefined,0,0,1,1,undefined,459085.505739862,3431008.61088750,458974.409838428,3431574.88148298,345.281320392865,4.85,NA,NA,NA,NA,1933-11-24,459011.291125923,3431386.89265205,385.493063894667,R - AMBUR,-37620,1,-571.93609746176
15,1152,1951-05-12,-384.606171463739,3.65,15,100,577.065582591273,undefined,0,0,1,1,undefined,459085.505739862,3431008.61088750,458974.409838428,3431574.88148298,345.281320392865,3.65,NA,NA,NA,NA,1951-05-12,459011.461869278,3431386.02235044,384.606171463739,R - AMBUR,-37620,1,-571.93609746176
15,1440,1974-04-18,-271.798699714515,7.21,15,100,577.065582591273,undefined,0,0,1,1,undefined,459085.505739862,3431008.61088750,458974.409838428,3431574.88148298,345.281320392865,7.21,NA,NA,NA,NA,1974-04-18,459033.179414286,3431275.32513313,271.798699714515,R - AMBUR,-37620,1,-571.93609746176
15,1678,2003-11-25,-60.233923762631,5,15,100,577.065582591273,undefined,0,0,1,1,undefined,459085.505739862,3431008.61088750,458974.409838428,3431574.88148298,345.281320392865,5,NA,NA,NA,NA,2003-11-25,459073.90958466,3431067.71803391,60.233923762631,R - AMBUR,-37620,1,-571.93609746176
15,1908,2006-03-01,-4.9694642696667,5,15,100,577.065582591273,undefined,0,0,1,1,undefined,459085.505739862,3431008.61088750,458974.409838428,3431574.88148298,345.281320392865,5,NA,NA,NA,NA,2006-03-01,459084.549025185,3431013.48738954,4.9694642696667,R - AMBUR,-37620,1,-571.93609746176
16,100,1867-01-01,-583.544411811675,7.21,16,100,588.384182504155,undefined,0,0,1,1,undefined,458990.715140739,3430977.44837883,458926.201801571,3431562.28508706,353.510726708082,7.21,NA,NA,NA,NA,1867-01-01,458926.732457863,3431557.47449622,583.544411811675,R - AMBUR,-37620,1,-583.544411811675
16,387,1924-10-01,-411.215897672968,13.84,16,100,588.384182504155,undefined,0,0,1,1,undefined,458990.715140739,3430977.44837883,458926.201801571,3431562.28508706,353.510726708082,13.84,NA,NA,NA,NA,1924-10-01,458945.627404755,3431386.18498175,411.215897672968,R - AMBUR,-37620,1,-583.544411811675
16,810,1933-11-24,-401.243188363952,4.85,16,100,588.384182504155,undefined,0,0,1,1,undefined,458990.715140739,3430977.44837883,458926.201801571,3431562.28508706,353.510726708082,4.85,NA,NA,NA,NA,1933-11-24,458946.720861713,3431376.2723997,401.243188363952,R - AMBUR,-37620,1,-583.544411811675
16,1055,1951-05-12,-432.821577839531,3.65,16,100,588.384182504155,undefined,0,0,1,1,undefined,458990.715140739,3430977.44837883,458926.201801571,3431562.28508706,353.510726708082,3.65,NA,NA,NA,NA,1951-05-12,458943.258451588,3431407.66039737,432.821577839531,R - AMBUR,-37620,1,-583.544411811675
16,1482,1974-04-18,-345.201074543368,7.21,16,100,588.384182504155,undefined,0,0,1,1,undefined,458990.715140739,3430977.44837883,458926.201801571,3431562.28508706,353.510726708082,7.21,NA,NA,NA,NA,1974-04-18,458952.865595042,3431320.56817388,345.201074543368,R - AMBUR,-37620,1,-583.544411811675
16,1706,2003-11-25,-67.9659019996226,5,16,100,588.384182504155,undefined,0,0,1,1,undefined,458990.715140739,3430977.44837883,458926.201801571,3431562.28508706,353.510726708082,5,NA,NA,NA,NA,2003-11-25,458983.263024557,3431045.00450216,67.9659019996226,R - AMBUR,-37620,1,-583.544411811675
16,1840,2006-03-01,-5.1675888553506,5,16,100,588.384182504155,undefined,0,0,1,1,undefined,458990.715140739,3430977.44837883,458926.201801571,3431562.28508706,353.510726708082,5,NA,NA,NA,NA,2006-03-01,458990.14854085,3430982.58481136,5.1675888553506,R - AMBUR,-37620,1,-583.544411811675
17,145,1867-01-01,-613.368160472624,7.21,17,100,618.397306971542,undefined,0,0,1,1,undefined,458896.870223825,3430943.47420322,458899.461300061,3431561.86608189,1.1486976692628,7.21,NA,NA,NA,NA,1867-01-01,458899.440228006,3431556.83697953,613.368160472624,R - AMBUR,-37620,1,-613.368160472624
17,373,1924-10-01,-448.66915800977,13.84,17,100,618.397306971542,undefined,0,0,1,1,undefined,458896.870223825,3430943.47420322,458899.461300061,3431561.86608189,1.1486976692628,13.84,NA,NA,NA,NA,1924-10-01,458898.750141444,3431392.1394228,448.66915800977,R - AMBUR,-37620,1,-613.368160472624
17,814,1933-11-24,-428.856596028283,4.85,17,100,618.397306971542,undefined,0,0,1,1,undefined,458896.870223825,3430943.47420322,458899.461300061,3431561.86608189,1.1486976692628,4.85,NA,NA,NA,NA,1933-11-24,458898.667127081,3431372.32703474,428.856596028283,R - AMBUR,-37620,1,-613.368160472624
17,1199,1951-05-12,-473.575708459725,3.65,17,100,618.397306971542,undefined,0,0,1,1,undefined,458896.870223825,3430943.47420322,458899.461300061,3431561.86608189,1.1486976692628,3.65,NA,NA,NA,NA,1951-05-12,458898.854499549,3431417.04575462,473.575708459725,R - AMBUR,-37620,1,-613.368160472624
17,1389,1974-04-18,-412.516044639611,7.21,17,100,618.397306971542,undefined,0,0,1,1,undefined,458896.870223825,3430943.47420322,458899.461300061,3431561.86608189,1.1486976692628,7.21,NA,NA,NA,NA,1974-04-18,458898.598660395,3431355.98662678,412.516044639611,R - AMBUR,-37620,1,-613.368160472624
17,1697,2003-11-25,-77.9112759499764,5,17,100,618.397306971542,undefined,0,0,1,1,undefined,458896.870223825,3430943.47420322,458899.461300061,3431561.86608189,1.1486976692628,5,NA,NA,NA,NA,2003-11-25,458897.196671003,3431021.38479527,77.9112759499764,R - AMBUR,-37620,1,-613.368160472624
17,1900,2006-03-01,-5.4472943847967,5,17,100,618.397306971542,undefined,0,0,1,1,undefined,458896.870223825,3430943.47420322,458899.461300061,3431561.86608189,1.1486976692628,5,NA,NA,NA,NA,2006-03-01,458896.893047914,3430948.92144979,5.4472943847967,R - AMBUR,-37620,1,-613.368160472624
18,124,1867-01-01,-646.554957144593,7.21,18,100,651.336525884427,undefined,0,0,1,1,undefined,458800.370019333,3430918.35560257,458876.575163049,3431565.21883852,7.8602146639328,7.21,NA,NA,NA,NA,1867-01-01,458876.015728534,3431560.47010894,646.554957144593,R - AMBUR,-37620,1,-646.554957144593
18,402,1924-10-01,-487.412299375404,13.84,18,100,651.336525884427,undefined,0,0,1,1,undefined,458800.370019333,3430918.35560257,458876.575163049,3431565.21883852,7.8602146639328,13.84,NA,NA,NA,NA,1924-10-01,458857.396338059,3431402.42042112,487.412299375404,R - AMBUR,-37620,1,-646.554957144593
18,853,1933-11-24,-452.914859128001,4.85,18,100,651.336525884427,undefined,0,0,1,1,undefined,458800.370019333,3430918.35560257,458876.575163049,3431565.21883852,7.8602146639328,4.85,NA,NA,NA,NA,1933-11-24,458853.360202686,3431368.15990456,452.914859128001,R - AMBUR,-37620,1,-646.554957144593
18,1174,1951-05-12,-501.936595468744,3.65,18,100,651.336525884427,undefined,0,0,1,1,undefined,458800.370019333,3430918.35560257,458876.575163049,3431565.21883852,7.8602146639328,3.65,NA,NA,NA,NA,1951-05-12,458859.095653278,3431416.84496634,501.936595468744,R - AMBUR,-37620,1,-646.554957144593
18,1508,1974-04-18,-497.648401196312,7.21,18,100,651.336525884427,undefined,0,0,1,1,undefined,458800.370019333,3430918.35560257,458876.575163049,3431565.21883852,7.8602146639328,7.21,NA,NA,NA,NA,1974-04-18,458858.593942645,3431412.58622279,497.648401196312,R - AMBUR,-37620,1,-646.554957144593
18,1759,2003-11-25,-76.9033547810122,5,18,100,651.336525884427,undefined,0,0,1,1,undefined,458800.370019333,3430918.35560257,458876.575163049,3431565.21883852,7.8602146639328,5,NA,NA,NA,NA,2003-11-25,458809.367566639,3430994.73079566,76.9033547810122,R - AMBUR,-37620,1,-646.554957144593
18,1813,2006-03-01,-5.024032649791,5,18,100,651.336525884427,undefined,0,0,1,1,undefined,458800.370019333,3430918.35560257,458876.575163049,3431565.21883852,7.8602146639328,5,NA,NA,NA,NA,2006-03-01,458800.957821667,3430923.34513085,5.024032649791,R - AMBUR,-37620,1,-646.554957144593
19,6,1867-01-01,-659.19080148656,7.21,19,100,664.107278378179,undefined,0,0,1,1,undefined,458701.767969237,3430923.90745107,458842.980774633,3431572.82764708,13.3511754731664,7.21,NA,NA,NA,NA,1867-01-01,458841.935356947,3431568.02360223,659.19080148656,R - AMBUR,-37620,1,-659.19080148656
19,389,1924-10-01,-503.208094308454,13.84,19,100,664.107278378179,undefined,0,0,1,1,undefined,458701.767969237,3430923.90745107,458842.980774633,3431572.82764708,13.3511754731664,13.84,NA,NA,NA,NA,1924-10-01,458808.767890799,3431415.60797269,503.208094308454,R - AMBUR,-37620,1,-659.19080148656
19,822,1933-11-24,-458.153041042668,4.85,19,100,664.107278378179,undefined,0,0,1,1,undefined,458701.767969237,3430923.90745107,458842.980774633,3431572.82764708,13.3511754731664,4.85,NA,NA,NA,NA,1933-11-24,458799.187585514,3431371.58325718,458.153041042668,R - AMBUR,-37620,1,-659.19080148656
19,1100,1951-05-12,-496.346686680609,3.65,19,100,664.107278378179,undefined,0,0,1,1,undefined,458701.767969237,3430923.90745107,458842.980774633,3431572.82764708,13.3511754731664,3.65,NA,NA,NA,NA,1951-05-12,458807.308911728,3431408.90347459,496.346686680609,R - AMBUR,-37620,1,-659.19080148656
19,1502,1974-04-18,-498.080509098297,7.21,19,100,664.107278378179,undefined,0,0,1,1,undefined,458701.767969237,3430923.90745107,458842.980774633,3431572.82764708,13.3511754731664,7.21,NA,NA,NA,NA,1974-04-18,458807.677583983,3431410.59764724,498.080509098297,R - AMBUR,-37620,1,-659.19080148656
19,1702,2003-11-25,-49.4192372543746,5,19,100,664.107278378179,undefined,0,0,1,1,undefined,458701.767969237,3430923.90745107,458842.980774633,3431572.82764708,13.3511754731664,5,NA,NA,NA,NA,2003-11-25,458712.276255113,3430972.19654858,49.4192372543746,R - AMBUR,-37620,1,-659.19080148656
19,1816,2006-03-01,-5.0208867098944,5,19,100,664.107278378179,undefined,0,0,1,1,undefined,458701.767969237,3430923.90745107,458842.980774633,3431572.82764708,13.3511754731664,5,NA,NA,NA,NA,2006-03-01,458702.835588161,3430928.81351805,5.0208867098944,R - AMBUR,-37620,1,-659.19080148656
20,35,1867-01-01,-614.648309071552,7.21,20,100,619.958439970065,undefined,0,0,1,1,undefined,458629.564252678,3430989.58358705,458810.404262765,3431582.58051625,17.6797842655404,7.21,NA,NA,NA,NA,1867-01-01,458808.855313573,3431577.50131882,614.648309071552,R - AMBUR,-37620,1,-614.648309071552
20,382,1924-10-01,-460.707503501464,13.84,20,100,619.958439970065,undefined,0,0,1,1,undefined,458629.564252678,3430989.58358705,458810.404262765,3431582.58051625,17.6797842655404,13.84,NA,NA,NA,NA,1924-10-01,458763.951244142,3431430.25527926,460.707503501464,R - AMBUR,-37620,1,-614.648309071552
20,841,1933-11-24,-403.793703482776,4.85,20,100,619.958439970065,undefined,0,0,1,1,undefined,458629.564252678,3430989.58358705,458810.404262765,3431582.58051625,17.6797842655404,4.85,NA,NA,NA,NA,1933-11-24,458747.349660059,3431375.81661617,403.793703482776,R - AMBUR,-37620,1,-614.648309071552
20,1212,1951-05-12,-420.570767441099,3.65,20,100,619.958439970065,undefined,0,0,1,1,undefined,458629.564252678,3430989.58358705,458810.404262765,3431582.58051625,17.6797842655404,3.65,NA,NA,NA,NA,1951-05-12,458752.243479095,3431391.86405865,420.570767441099,R - AMBUR,-37620,1,-614.648309071552
20,1505,1974-04-18,-436.468809241907,7.21,20,100,619.958439970065,undefined,0,0,1,1,undefined,458629.564252678,3430989.58358705,458810.404262765,3431582.58051625,17.6797842655404,7.21,NA,NA,NA,NA,1974-04-18,458756.880890016,3431407.07070697,436.468809241907,R - AMBUR,-37620,1,-614.648309071552
20,1773,2003-11-25,-31.8104448315961,5,20,100,619.958439970065,undefined,0,0,1,1,undefined,458629.564252678,3430989.58358705,458810.404262765,3431582.58051625,17.6797842655404,5,NA,NA,NA,NA,2003-11-25,458638.843263646,3431020.01062036,31.8104448315961,R - AMBUR,-37620,1,-614.648309071552
20,1823,2006-03-01,-8.9891266948196,5,20,100,619.958439970065,undefined,0,0,1,1,undefined,458629.564252678,3430989.58358705,458810.404262765,3431582.58051625,17.6797842655404,5,NA,NA,NA,NA,2006-03-01,458632.186353866,3430998.18178361,8.9891266948196,R - AMBUR,-37620,1,-614.648309071552
